Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71966900,6,"Friday, April  5, 2013 22:19:54 UTC",38.9318,-121.0058,1.9,0.80,20,"Northern California"
us,b000g103,6,"Friday, April  5, 2013 22:10:44 UTC",-22.2493,170.7974,4.9,24.40,28,"southeast of the Loyalty Islands"
ci,11280090,0,"Friday, April  5, 2013 22:10:02 UTC",35.7937,-118.0577,1.4,13.20,23,"Central California"
ak,10689594,2,"Friday, April  5, 2013 22:04:49 UTC",52.5457,-163.1467,3.0,25.00,20,"south of Alaska"
us,b000g0zc,4,"Friday, April  5, 2013 21:53:01 UTC",37.3464,144.7041,4.9,37.40,94,"off the east coast of Honshu, Japan"
nc,71966880,2,"Friday, April  5, 2013 21:50:29 UTC",37.8857,-118.4722,1.1,8.00,18,"Central California"
ci,11280066,0,"Friday, April  5, 2013 21:44:28 UTC",33.3947,-117.5202,2.0,3.20,17,"Southern California"
nc,71966875,3,"Friday, April  5, 2013 21:39:25 UTC",38.7883,-122.7613,1.8,1.90,51,"Northern California"
ak,10689593,2,"Friday, April  5, 2013 21:35:06 UTC",61.0308,-152.0496,1.5,93.30,17,"Southern Alaska"
ci,11280058,0,"Friday, April  5, 2013 21:34:48 UTC",33.8028,-116.0907,1.4,4.60,39,"Southern California"
ak,10688442,2,"Friday, April  5, 2013 21:31:32 UTC",61.3420,-150.9215,1.6,67.50,28,"Southern Alaska"
ak,10688440,2,"Friday, April  5, 2013 21:27:49 UTC",60.3970,-147.8425,1.4,1.90,19,"Southern Alaska"
ci,11280050,0,"Friday, April  5, 2013 21:23:04 UTC",32.9535,-116.2185,1.8,4.10,12,"Southern California"
uw,60515137,2,"Friday, April  5, 2013 21:09:21 UTC",45.1445,-122.7265,2.2,25.90,35,"Oregon"
nc,71966865,1,"Friday, April  5, 2013 21:05:45 UTC",38.8140,-122.8107,1.0,3.40,23,"Northern California"
nc,71966860,0,"Friday, April  5, 2013 21:03:45 UTC",38.8137,-122.8132,1.1,3.20,17,"Northern California"
nc,71966855,3,"Friday, April  5, 2013 20:53:48 UTC",37.4187,-118.6233,1.5,11.70,32,"Central California"
nc,71966850,2,"Friday, April  5, 2013 20:39:40 UTC",37.8847,-118.4760,1.5,8.20,33,"Central California"
ak,10689590,2,"Friday, April  5, 2013 20:38:34 UTC",54.4075,-161.6158,1.9,25.60, 7,"Alaska Peninsula"
us,b000g0wg,5,"Friday, April  5, 2013 20:38:23 UTC",67.6215,142.8771,4.4,15.10,45,"northeastern Sakha, Russia"
nc,71966845,2,"Friday, April  5, 2013 20:35:32 UTC",37.8860,-118.4735,1.1,8.70,15,"Central California"
ak,10688415,2,"Friday, April  5, 2013 20:24:58 UTC",63.3561,-151.4153,1.6,11.00,22,"Central Alaska"
ci,11280010,0,"Friday, April  5, 2013 20:16:46 UTC",33.9963,-116.9338,1.3,6.40,14,"Southern California"
ak,10688404,2,"Friday, April  5, 2013 20:13:02 UTC",61.9267,-149.1001,1.1,37.20,26,"Southern Alaska"
us,b000g0tx,7,"Friday, April  5, 2013 20:00:52 UTC",36.7806,141.3536,5.4,45.90,143,"near the east coast of Honshu, Japan"
nc,71966835,1,"Friday, April  5, 2013 19:59:35 UTC",38.8192,-122.8253,1.0,2.90,22,"Northern California"
us,b000g0t0,5,"Friday, April  5, 2013 19:55:56 UTC",-4.3137,152.7206,5.2,35.10,53,"New Britain region, Papua New Guinea"
ak,10688371,3,"Friday, April  5, 2013 19:37:37 UTC",66.0061,-151.7363,1.9,6.20,20,"northern Alaska"
us,b000g0qz,6,"Friday, April  5, 2013 19:24:58 UTC",43.4896,145.9178,5.1,101.60,129,"Hokkaido, Japan region"
nc,71966830,3,"Friday, April  5, 2013 19:12:15 UTC",35.7257,-121.1145,1.4,7.40,44,"Central California"
ak,10688357,3,"Friday, April  5, 2013 19:09:05 UTC",51.7884,-174.1860,1.8,52.30,18,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71966825,3,"Friday, April  5, 2013 19:02:33 UTC",39.4062,-120.1913,1.1,9.90,24,"Northern California"
nc,71966820,3,"Friday, April  5, 2013 19:01:50 UTC",39.7375,-123.5293,1.6,14.30,16,"Northern California"
ci,11279946,0,"Friday, April  5, 2013 19:00:11 UTC",33.5108,-116.6225,1.2,25.90,19,"Southern California"
ak,10688353,3,"Friday, April  5, 2013 18:58:09 UTC",61.9710,-149.3646,1.1,48.40,26,"Southern Alaska"
nc,71966815,1,"Friday, April  5, 2013 18:51:17 UTC",38.8390,-122.8288,1.1,2.80,23,"Northern California"
ci,11279930,0,"Friday, April  5, 2013 18:23:27 UTC",34.6112,-119.0768,1.8,13.10,25,"Southern California"
nc,71966785,3,"Friday, April  5, 2013 18:15:46 UTC",35.7263,-121.1107,1.3,6.90,33,"Central California"
nc,71966780,3,"Friday, April  5, 2013 17:57:38 UTC",35.7250,-121.1100,1.3,7.40,32,"Central California"
nc,71966775,3,"Friday, April  5, 2013 17:56:35 UTC",35.7245,-121.1142,1.0,6.60,28,"Central California"
nc,71966770,3,"Friday, April  5, 2013 17:54:01 UTC",35.7282,-121.1080,2.8,7.70,99,"Central California"
ak,10688334,2,"Friday, April  5, 2013 17:46:56 UTC",61.0929,-151.2842,1.3,70.50,21,"Southern Alaska"
us,b000g0lm,5,"Friday, April  5, 2013 17:35:30 UTC",0.2629,98.6780,5.5,45.50,64,"Nias region, Indonesia"
ci,11279898,1,"Friday, April  5, 2013 17:26:38 UTC",35.5670,-118.5203,1.7,0.30,19,"Central California"
ak,10689581,2,"Friday, April  5, 2013 17:18:21 UTC",62.0721,-151.3263,1.3,83.90,19,"Central Alaska"
nc,71966745,3,"Friday, April  5, 2013 17:15:36 UTC",37.9825,-122.0495,1.8,18.80,57,"San Francisco Bay area, California"
ak,10688024,2,"Friday, April  5, 2013 16:47:02 UTC",61.1127,-149.7772,1.5,31.90,27,"Southern Alaska"
pr,13095008,0,"Friday, April  5, 2013 16:15:30 UTC",19.1490,-64.5674,3.2,57.00, 7,"Virgin Islands region"
ci,11279866,0,"Friday, April  5, 2013 16:14:16 UTC",33.9772,-118.4235,1.9,7.40,31,"Greater Los Angeles area, California"
ci,11279850,0,"Friday, April  5, 2013 15:43:49 UTC",33.2500,-116.0215,2.1,7.10,92,"Southern California"
ak,10687897,2,"Friday, April  5, 2013 15:39:35 UTC",61.5944,-146.4273,1.8,30.20,41,"Southern Alaska"
ci,11279842,0,"Friday, April  5, 2013 15:37:55 UTC",32.7927,-116.5900,1.5,7.30,35,"Southern California"
ak,10689577,2,"Friday, April  5, 2013 15:37:40 UTC",62.8105,-151.7399,1.1,7.50,19,"Central Alaska"
ak,10689576,2,"Friday, April  5, 2013 15:36:08 UTC",63.5675,-149.9551,1.0,123.40,12,"Central Alaska"
nc,71966700,1,"Friday, April  5, 2013 14:50:29 UTC",38.7927,-122.7783,2.0,4.20,42,"Northern California"
ci,11279818,0,"Friday, April  5, 2013 14:50:16 UTC",34.0477,-117.2843,2.0,17.30,124,"Greater Los Angeles area, California"
ak,10687887,3,"Friday, April  5, 2013 14:46:48 UTC",51.6080,-178.4260,2.0,4.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60018117,4,"Friday, April  5, 2013 14:26:49 UTC",44.7902,-110.8358,1.3,6.30,16,"Yellowstone National Park, Wyoming"
nc,71966695,0,"Friday, April  5, 2013 14:26:28 UTC",38.7477,-122.7095,1.0,2.10, 9,"Northern California"
ak,10687870,2,"Friday, April  5, 2013 14:11:36 UTC",61.1481,-146.7560,1.9,22.80,38,"Southern Alaska"
ak,10687855,3,"Friday, April  5, 2013 14:04:04 UTC",56.9185,-156.2366,4.9,70.00,145,"Alaska Peninsula"
nn,00408481,1,"Friday, April  5, 2013 13:52:34 UTC",38.3313,-118.2348,1.9,12.70,13,"Nevada"
us,b000g0f7,5,"Friday, April  5, 2013 13:48:02 UTC",-9.5774,108.6286,4.9,31.60,22,"south of Java, Indonesia"
uw,60514962,1,"Friday, April  5, 2013 13:25:46 UTC",47.8715,-121.6522,1.5,10.60,10,"Washington"
uw,60514957,2,"Friday, April  5, 2013 13:17:00 UTC",48.5120,-119.9138,1.8,0.80,17,"Washington"
nc,71966660,2,"Friday, April  5, 2013 13:14:02 UTC",37.4213,-118.6213,1.1,11.40,15,"Central California"
us,b000g0d7,9,"Friday, April  5, 2013 13:12:35 UTC",-15.2691,-172.5094,5.0,40.60,20,"Samoa Islands region"
nc,71966650,3,"Friday, April  5, 2013 13:10:23 UTC",37.4090,-121.4495,1.1,5.60,25,"Northern California"
ci,11279762,0,"Friday, April  5, 2013 13:05:34 UTC",33.4907,-116.4345,1.0,9.90,45,"Southern California"
ak,10687805,2,"Friday, April  5, 2013 13:02:38 UTC",63.3684,-151.3991,2.5,13.70,39,"Central Alaska"
us,b000g0cq,9,"Friday, April  5, 2013 13:00:02 UTC",42.7127,131.1050,6.2,561.90,101,"eastern Russia-northeastern China border region"
ak,10687803,2,"Friday, April  5, 2013 12:43:30 UTC",52.6621,-164.0410,2.9,81.10,27,"south of Alaska"
ci,11279746,1,"Friday, April  5, 2013 12:40:34 UTC",36.0453,-117.8590,1.4,2.30,20,"Central California"
ci,11279738,1,"Friday, April  5, 2013 12:39:36 UTC",32.7147,-115.8978,1.5,8.70,20,"Southern California"
ak,10689569,2,"Friday, April  5, 2013 12:33:26 UTC",62.9955,-150.6003,1.1,109.40,19,"Central Alaska"
ak,10687798,2,"Friday, April  5, 2013 12:24:13 UTC",61.1572,-146.8964,1.4,0.00, 7,"Southern Alaska"
ak,10687792,2,"Friday, April  5, 2013 12:07:20 UTC",63.4810,-151.2467,1.3,2.70,19,"Central Alaska"
ci,11279714,3,"Friday, April  5, 2013 11:51:06 UTC",36.0482,-117.8613,2.6,2.10,35,"Central California"
ak,10689566,2,"Friday, April  5, 2013 11:45:34 UTC",59.4422,-152.6472,1.8,80.60,29,"Southern Alaska"
nc,71966625,0,"Friday, April  5, 2013 11:39:22 UTC",38.8383,-122.8082,1.1,3.80,14,"Northern California"
nc,71966620,2,"Friday, April  5, 2013 11:35:57 UTC",36.2902,-120.8272,1.3,8.60,23,"Central California"
ci,11279706,1,"Friday, April  5, 2013 11:32:36 UTC",33.4965,-116.4382,1.2,7.50,37,"Southern California"
ci,11279698,1,"Friday, April  5, 2013 11:30:34 UTC",33.5413,-116.4555,1.0,11.40,26,"Southern California"
ci,11279682,2,"Friday, April  5, 2013 11:24:09 UTC",33.5350,-116.4607,2.3,10.90,84,"Southern California"
nc,71966600,2,"Friday, April  5, 2013 11:24:06 UTC",37.4180,-118.7608,1.1,12.40,35,"Central California"
nc,71966595,1,"Friday, April  5, 2013 11:21:20 UTC",38.8238,-122.8077,1.1,2.90,24,"Northern California"
ak,10687780,2,"Friday, April  5, 2013 11:21:14 UTC",62.7800,-148.9294,1.1,62.90,22,"Central Alaska"
ak,10687777,2,"Friday, April  5, 2013 11:18:09 UTC",63.1253,-150.9449,2.3,126.60,63,"Central Alaska"
us,b000g0bf,7,"Friday, April  5, 2013 11:05:04 UTC",51.7633,-173.7722,3.8,53.90,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687769,3,"Friday, April  5, 2013 10:59:56 UTC",59.7103,-153.4193,2.2,126.30,43,"Southern Alaska"
ci,11279674,2,"Friday, April  5, 2013 10:38:44 UTC",34.0103,-116.7720,1.3,14.10,53,"Southern California"
ci,11279658,2,"Friday, April  5, 2013 10:26:16 UTC",34.0322,-116.3140,1.0,8.00,37,"Southern California"
ak,10687761,2,"Friday, April  5, 2013 10:22:48 UTC",61.2906,-147.6734,1.3,19.00,25,"Southern Alaska"
ak,10689559,2,"Friday, April  5, 2013 10:14:53 UTC",61.6719,-151.9503,1.6,90.50,30,"Southern Alaska"
uu,60018082,4,"Friday, April  5, 2013 10:10:01 UTC",39.6992,-111.2575,1.3,1.60, 9,"Utah"
ak,10687757,2,"Friday, April  5, 2013 10:09:17 UTC",60.2062,-151.8339,2.0,73.00,48,"Kenai Peninsula, Alaska"
us,b000g0at,7,"Friday, April  5, 2013 10:00:03 UTC",-31.9470,-176.9161,4.6,32.90,34,"Kermadec Islands region"
ak,10687749,2,"Friday, April  5, 2013 09:53:06 UTC",57.4924,-142.8763,3.1,11.80,59,"Gulf of Alaska"
ak,10687748,3,"Friday, April  5, 2013 09:52:09 UTC",63.2802,-151.3441,1.0,7.90,18,"Central Alaska"
nc,71966580,3,"Friday, April  5, 2013 09:32:45 UTC",36.9615,-121.4543,2.8,5.10,94,"Central California"
ci,11279634,1,"Friday, April  5, 2013 09:25:36 UTC",35.8775,-118.3555,1.5,5.20,15,"Central California"
ak,10687742,2,"Friday, April  5, 2013 09:13:56 UTC",61.4390,-150.7015,1.4,50.90,30,"Southern Alaska"
nc,71966575,0,"Friday, April  5, 2013 09:07:13 UTC",38.8382,-122.7730,1.0,2.10,19,"Northern California"
nc,71966570,1,"Friday, April  5, 2013 08:57:29 UTC",38.8132,-122.8085,1.4,2.90,24,"Northern California"
ak,10687732,3,"Friday, April  5, 2013 08:51:42 UTC",58.8610,-154.4953,2.6,127.20,59,"Alaska Peninsula"
ak,10689551,2,"Friday, April  5, 2013 08:47:01 UTC",61.9474,-150.5259,1.1,59.00,20,"Southern Alaska"
ci,11279602,1,"Friday, April  5, 2013 08:20:20 UTC",32.8245,-115.6073,2.0,13.10,27,"Southern California"
nc,71966555,0,"Friday, April  5, 2013 07:59:26 UTC",38.8273,-122.8252,1.0,3.10,19,"Northern California"
ci,11279570,1,"Friday, April  5, 2013 07:50:06 UTC",36.0453,-117.8592,1.1,2.20,14,"Central California"
nc,71966540,0,"Friday, April  5, 2013 07:31:58 UTC",38.6553,-122.5750,1.6,4.90,10,"Northern California"
ak,10687720,2,"Friday, April  5, 2013 07:28:45 UTC",63.2306,-150.7189,1.7,130.30,38,"Central Alaska"
ci,11279546,2,"Friday, April  5, 2013 07:27:17 UTC",36.0875,-117.8522,1.0,4.20,11,"Central California"
ak,10689549,2,"Friday, April  5, 2013 07:25:09 UTC",61.8311,-150.7680,1.3,59.00,22,"Southern Alaska"
nc,71966535,5,"Friday, April  5, 2013 07:12:53 UTC",38.8367,-122.8033,2.0,2.60,73,"Northern California"
ci,11279538,1,"Friday, April  5, 2013 07:11:12 UTC",36.0433,-117.8498,1.1,1.20,12,"Central California"
ci,11279530,1,"Friday, April  5, 2013 07:07:51 UTC",33.8030,-116.0963,1.1,2.70,31,"Southern California"
ak,10687715,2,"Friday, April  5, 2013 07:05:52 UTC",54.9863,-160.7433,2.1,48.50,15,"Alaska Peninsula"
ci,11279514,2,"Friday, April  5, 2013 06:59:37 UTC",36.0415,-117.8637,1.6,2.00,22,"Central California"
uu,60018077,2,"Friday, April  5, 2013 06:54:58 UTC",39.0955,-111.4883,1.3,5.80, 5,"Utah"
nc,71966525,2,"Friday, April  5, 2013 06:49:04 UTC",37.5403,-118.8653,1.1,9.40,25,"Central California"
nn,00408461,1,"Friday, April  5, 2013 06:42:38 UTC",37.2752,-116.0272,1.3,5.30,18,"Nevada"
ak,10687702,2,"Friday, April  5, 2013 06:23:10 UTC",60.1892,-151.1561,2.0,59.40,45,"Kenai Peninsula, Alaska"
ci,11279490,2,"Friday, April  5, 2013 06:19:11 UTC",35.9358,-117.6747,1.1,2.50,14,"Central California"
nc,71966510,1,"Friday, April  5, 2013 06:08:25 UTC",38.8352,-122.8737,1.8,1.80,25,"Northern California"
ci,11279482,2,"Friday, April  5, 2013 06:05:57 UTC",33.1438,-115.6457,1.0,2.30,20,"Southern California"
ci,11279458,1,"Friday, April  5, 2013 05:59:35 UTC",33.1575,-115.6377,1.4,1.80,18,"Southern California"
ci,11279450,1,"Friday, April  5, 2013 05:58:16 UTC",32.8348,-115.5962,1.5,16.80,11,"Southern California"
ci,11279442,2,"Friday, April  5, 2013 05:53:47 UTC",33.1512,-115.6207,1.3,1.90,21,"Southern California"
ak,10687690,2,"Friday, April  5, 2013 05:42:14 UTC",63.1093,-150.7464,1.5,121.70,31,"Central Alaska"
pr,13095007,0,"Friday, April  5, 2013 05:39:21 UTC",18.4640,-67.5102,2.5,21.00, 5,"Mona Passage, Puerto Rico"
ci,11279402,2,"Friday, April  5, 2013 05:30:11 UTC",33.8000,-116.1055,1.0,6.70,18,"Southern California"
pr,13095004,0,"Friday, April  5, 2013 05:23:18 UTC",17.9491,-67.0012,2.1,9.00, 9,"Puerto Rico region"
ci,11279386,4,"Friday, April  5, 2013 05:22:26 UTC",33.1283,-115.6640,1.5,0.10,15,"Southern California"
ak,10687681,2,"Friday, April  5, 2013 05:22:12 UTC",63.2883,-151.0725,1.3,7.40,26,"Central Alaska"
ci,11279370,2,"Friday, April  5, 2013 05:10:38 UTC",36.0438,-117.8657,1.8,2.10,26,"Central California"
ci,11279362,2,"Friday, April  5, 2013 05:07:46 UTC",36.0487,-117.8632,1.7,2.20,25,"Central California"
pr,13095006,0,"Friday, April  5, 2013 04:59:48 UTC",18.1329,-67.2484,1.8,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687676,2,"Friday, April  5, 2013 04:52:26 UTC",59.8553,-150.7130,1.3,36.30,20,"Kenai Peninsula, Alaska"
nc,71966485,3,"Friday, April  5, 2013 04:51:26 UTC",35.6547,-119.9652,2.4,6.30,64,"Central California"
ci,11279338,1,"Friday, April  5, 2013 04:47:03 UTC",36.0435,-117.8563,1.2,2.00,18,"Central California"
ci,11279322,1,"Friday, April  5, 2013 04:28:08 UTC",33.5038,-116.4718,1.3,10.10,35,"Southern California"
ci,11279330,2,"Friday, April  5, 2013 04:27:20 UTC",33.7898,-116.0915,1.1,6.70,18,"Southern California"
ci,11279306,2,"Friday, April  5, 2013 04:25:20 UTC",33.7990,-116.0923,1.0,4.10,30,"Southern California"
ci,37110892,2,"Friday, April  5, 2013 04:23:30 UTC",33.1193,-115.6117,1.3,9.80, 6,"Southern California"
ci,37110900,2,"Friday, April  5, 2013 04:23:30 UTC",33.8100,-116.0938,1.3,7.00,14,"Southern California"
ci,11279290,2,"Friday, April  5, 2013 04:18:28 UTC",33.1425,-115.6380,1.1,3.20,11,"Southern California"
ak,10689541,2,"Friday, April  5, 2013 04:16:32 UTC",59.7960,-153.2070,1.8,112.60,30,"Southern Alaska"
ci,11279282,2,"Friday, April  5, 2013 04:12:32 UTC",36.1102,-117.6162,1.5,2.00,19,"Central California"
hv,60486131,5,"Friday, April  5, 2013 04:11:21 UTC",19.6422,-156.0617,2.7,11.00,34,"Hawaii region, Hawaii"
ak,10687660,2,"Friday, April  5, 2013 04:08:40 UTC",61.1811,-146.9893,1.4,0.00, 9,"Southern Alaska"
pr,13095005,0,"Friday, April  5, 2013 04:05:35 UTC",18.1373,-67.2500,2.0,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687658,2,"Friday, April  5, 2013 04:01:06 UTC",61.4325,-152.0219,1.7,103.80,28,"Southern Alaska"
ak,10687654,2,"Friday, April  5, 2013 03:57:30 UTC",62.8366,-149.8852,1.9,75.80,44,"Central Alaska"
nc,71966470,3,"Friday, April  5, 2013 03:50:51 UTC",36.3773,-120.9448,1.2,1.20,21,"Central California"
ak,10687652,3,"Friday, April  5, 2013 03:43:45 UTC",60.7201,-143.1291,1.0,15.30,19,"Southern Alaska"
ak,10687647,3,"Friday, April  5, 2013 03:10:49 UTC",51.4257,-176.8589,1.4,25.60,17,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13095003,0,"Friday, April  5, 2013 03:04:18 UTC",19.1096,-64.6816,3.3,10.00, 5,"Virgin Islands region"
ci,11279194,2,"Friday, April  5, 2013 02:50:25 UTC",33.1347,-115.6452,1.4,5.20,11,"Southern California"
nn,00408452,1,"Friday, April  5, 2013 02:44:05 UTC",38.3611,-118.7318,1.2,14.60,10,"Nevada"
ak,10687641,2,"Friday, April  5, 2013 02:36:55 UTC",53.8608,-166.5765,1.1,6.80, 9,"Fox Islands, Aleutian Islands, Alaska"
pr,13095002,0,"Friday, April  5, 2013 02:24:19 UTC",19.1280,-64.6053,3.0,43.00, 7,"Virgin Islands region"
nc,71966445,3,"Friday, April  5, 2013 02:23:22 UTC",38.7888,-122.7357,2.0,2.10,61,"Northern California"
ak,10687633,2,"Friday, April  5, 2013 02:22:36 UTC",63.2615,-151.1628,1.1,10.50,22,"Central Alaska"
ak,10687629,2,"Friday, April  5, 2013 02:18:26 UTC",53.4666,-165.2724,3.0,35.70,31,"Fox Islands, Aleutian Islands, Alaska"
ak,10687624,2,"Friday, April  5, 2013 02:11:11 UTC",53.4803,-165.2720,3.1,41.10,32,"Fox Islands, Aleutian Islands, Alaska"
pr,13095001,0,"Friday, April  5, 2013 02:07:18 UTC",19.1578,-64.6613,3.2,38.00,10,"Virgin Islands region"
ak,10689529,2,"Friday, April  5, 2013 02:03:03 UTC",60.4886,-152.2165,1.7,99.10,35,"Southern Alaska"
ci,11279178,2,"Friday, April  5, 2013 02:02:33 UTC",33.1898,-115.6580,1.2,5.60,10,"Southern California"
us,b000g05s,9,"Friday, April  5, 2013 01:58:48 UTC",17.2330,-100.5474,5.4,24.40,103,"Guerrero, Mexico"
ak,10687612,2,"Friday, April  5, 2013 01:48:32 UTC",63.4817,-151.2692,1.6,12.70,27,"Central Alaska"
ci,11279170,2,"Friday, April  5, 2013 01:45:05 UTC",33.1868,-115.6348,1.3,3.90, 9,"Southern California"
ak,10687601,3,"Friday, April  5, 2013 01:32:40 UTC",62.5854,-137.3495,1.6,12.30,16,"Southern Yukon Territory, Canada"
mb,13378867,2,"Friday, April  5, 2013 01:31:02 UTC",47.4418,-112.7360,1.2,30.90,11,"western Montana"
ci,11279162,2,"Friday, April  5, 2013 01:30:28 UTC",34.0925,-117.2995,1.1,17.10,34,"Greater Los Angeles area, California"
pr,13095000,0,"Friday, April  5, 2013 01:24:14 UTC",19.1730,-64.6688,2.9,34.00, 5,"Virgin Islands region"
nn,00408447,1,"Friday, April  5, 2013 01:22:48 UTC",39.3801,-119.7423,1.2,5.30,15,"Nevada"
nc,71966425,2,"Friday, April  5, 2013 01:11:43 UTC",36.8708,-121.3020,1.3,5.60,33,"Central California"
uw,60514807,2,"Friday, April  5, 2013 00:51:42 UTC",47.8830,-121.6495,2.0,7.60,25,"Washington"
us,b000g03h,4,"Friday, April  5, 2013 00:39:45 UTC",-56.4185,-26.6631,5.1,66.80,29,"South Sandwich Islands region"
ak,10687569,2,"Friday, April  5, 2013 00:38:12 UTC",53.3068,-168.2058,1.6,1.00, 6,"Fox Islands, Aleutian Islands, Alaska"
ci,11279146,2,"Friday, April  5, 2013 00:36:03 UTC",32.1365,-115.2077,2.5,17.60, 9,"Baja California, Mexico"
nm,040513a,B,"Friday, April  5, 2013 00:27:52 UTC",36.2366,-89.6008,2.7,7.40,26,"southeastern Missouri"
nc,71966410,3,"Friday, April  5, 2013 00:21:55 UTC",36.6998,-121.4603,1.0,9.00,36,"Central California"
ci,11279138,2,"Friday, April  5, 2013 00:19:38 UTC",32.6510,-115.9283,1.8,10.40,28,"Southern California"
ci,11279130,2,"Friday, April  5, 2013 00:15:33 UTC",36.0448,-117.8665,1.1,2.60,11,"Central California"
ci,11279122,2,"Friday, April  5, 2013 00:10:16 UTC",32.6658,-115.9370,1.4,8.30,12,"Southern California"
ak,10689523,2,"Friday, April  5, 2013 00:10:07 UTC",63.1553,-150.8623,1.1,115.10,21,"Central Alaska"
nc,71966405,1,"Friday, April  5, 2013 00:04:40 UTC",38.8123,-122.8190,1.4,2.30,22,"Northern California"
hv,60486086,2,"Friday, April  5, 2013 00:03:53 UTC",19.1932,-155.5110,2.3,5.10,39,"Island of Hawaii, Hawaii"
hv,60486081,2,"Thursday, April  4, 2013 23:58:41 UTC",19.4107,-155.3167,2.0,4.70,24,"Island of Hawaii, Hawaii"
nc,71966400,1,"Thursday, April  4, 2013 23:55:07 UTC",38.8188,-122.8160,1.4,2.70,25,"Northern California"
ak,10687545,2,"Thursday, April  4, 2013 23:53:49 UTC",60.8682,-150.3834,1.2,10.60,24,"Kenai Peninsula, Alaska"
us,2013npaz,8,"Thursday, April  4, 2013 23:45:06 UTC",66.5905,-17.8914,4.1,10.00,24,"Iceland region"
ak,10687531,2,"Thursday, April  4, 2013 23:31:15 UTC",64.9835,-147.3449,1.4,0.00,14,"Central Alaska"
ak,10687525,2,"Thursday, April  4, 2013 23:25:15 UTC",63.5757,-147.1682,1.1,3.60,25,"Central Alaska"
nn,00408420,1,"Thursday, April  4, 2013 22:52:13 UTC",38.8093,-117.2013,1.0,34.50, 5,"Nevada"
ak,10687491,2,"Thursday, April  4, 2013 22:51:03 UTC",61.9831,-148.8040,1.2,8.80,30,"Southern Alaska"
ci,11279058,2,"Thursday, April  4, 2013 22:07:33 UTC",32.6063,-116.9657,1.6,0.00,31,"San Diego County urban area, California"
nn,00408409,1,"Thursday, April  4, 2013 22:07:07 UTC",40.9283,-118.5540,1.9,9.00, 5,"Nevada"
nc,71966385,2,"Thursday, April  4, 2013 22:04:42 UTC",37.3270,-122.2337,1.1,4.30,18,"Northern California"
ak,10687451,2,"Thursday, April  4, 2013 22:03:55 UTC",60.4055,-150.8021,1.7,47.00,34,"Kenai Peninsula, Alaska"
uw,60514752,1,"Thursday, April  4, 2013 22:01:19 UTC",42.5948,-122.4420,1.2,4.50,11,"Oregon"
nc,71966380,4,"Thursday, April  4, 2013 21:55:23 UTC",36.8865,-121.6083,1.6,0.00,43,"Central California"
uw,60514737,1,"Thursday, April  4, 2013 21:39:30 UTC",44.0335,-123.0168,1.3,0.00,10,"Oregon"
ak,10687435,2,"Thursday, April  4, 2013 21:39:14 UTC",63.2176,-149.0212,1.1,3.90,29,"Central Alaska"
uw,60514732,1,"Thursday, April  4, 2013 21:05:55 UTC",49.3802,-120.4622,2.2,0.00, 9,"British Columbia, Canada"
ci,11279026,1,"Thursday, April  4, 2013 20:57:58 UTC",33.9697,-117.2175,2.1,14.10,49,"Greater Los Angeles area, California"
nc,71966355,2,"Thursday, April  4, 2013 20:23:58 UTC",36.5443,-121.0853,1.2,8.00,11,"Central California"
uu,60018057,2,"Thursday, April  4, 2013 20:17:00 UTC",39.4348,-111.2142,1.4,1.50,12,"Utah"
ak,10687394,2,"Thursday, April  4, 2013 20:15:07 UTC",62.1609,-147.5534,1.1,38.80,25,"Central Alaska"
uu,60018047,2,"Thursday, April  4, 2013 19:54:50 UTC",39.4405,-111.1683,1.7,3.00, 5,"Utah"
ak,10687372,2,"Thursday, April  4, 2013 19:36:49 UTC",66.0710,-150.5138,2.0,17.00,23,"northern Alaska"
nc,71966330,2,"Thursday, April  4, 2013 19:34:44 UTC",37.4552,-118.8465,1.0,2.20,15,"Central California"
ak,10687360,2,"Thursday, April  4, 2013 19:14:41 UTC",63.2966,-150.5102,2.0,131.60,37,"Central Alaska"
ak,10687358,2,"Thursday, April  4, 2013 19:09:50 UTC",58.2492,-151.3390,2.3,9.30,38,"Kodiak Island region, Alaska"
uw,60514672,1,"Thursday, April  4, 2013 19:00:39 UTC",41.9330,-124.2830,1.9,0.10,19,"offshore Northern California"
ak,10688944,2,"Thursday, April  4, 2013 18:45:04 UTC",61.3316,-151.8906,1.5,107.60,27,"Southern Alaska"
ak,10687339,2,"Thursday, April  4, 2013 18:38:28 UTC",62.9406,-149.9058,1.2,78.80,29,"Central Alaska"
ak,10687337,2,"Thursday, April  4, 2013 18:36:39 UTC",63.9699,-148.7855,1.2,0.00,16,"Central Alaska"
hv,60486001,2,"Thursday, April  4, 2013 18:28:51 UTC",19.4118,-155.3173,2.1,5.20,23,"Island of Hawaii, Hawaii"
ci,11278962,0,"Thursday, April  4, 2013 18:19:18 UTC",33.9012,-116.0465,1.2,5.00,30,"Southern California"
